"CODIGO","NOMBRE","CATEGORIA","TECNOLOGIA","ESTADO","FECHA_INSTALACION","FECHA_SUSPENSION","ALTITUD","LATITUD","LONGITUD","DEPARTAMENTO","MUNICIPIO","AREA_OPERATIVA","ENTIDAD","AREA_HIDROGRAFICA","ZONA_HIDROGRAFICA","SUBZONA_HIDROGRAFICA","CORRIENTE","OBSERVACION","SUBRED"
2702000019,"ANGOSTURA - AUT  [2702000019]","Pluviográfica","Automática con Telemetría","Activa","18/03/2013",,1842,"6,8824722220","-75,3400555560","Antioquia","Angostura","Area Operativa 01 - Antioquia-Chocó","CORPORACIÓN AUTÓNOMA REGIONAL DE ANTIOQUIA","Magdalena Cauca","Nechí","Alto Nechí",,"ORFEO 20187140000353",
2702000020,"ANORI - AUT  [2702000020]","Pluviográfica","Automática con Telemetría","Activa","09/03/2013",,1529,"7,0769722220","-75,1422777780","Antioquia","Anorí","Area Operativa 01 - Antioquia-Chocó","CORPORACIÓN AUTÓNOMA REGIONAL DE ANTIOQUIA","Magdalena Cauca","Nechí","Alto Nechí",,"ORFEO 20187140000353",
2702000034,"CAMPAMENTO - AUT  [2702000034]","Pluviográfica","Automática con Telemetría","Activa","15/04/2013",,1701,"6,9792222220","-75,296250","Antioquia","Campamento","Area Operativa 01 - Antioquia-Chocó","CORPORACIÓN AUTÓNOMA REGIONAL DE ANTIOQUIA","Magdalena Cauca","Nechí","Alto Nechí",,"ORFEO 20187140000353",
2702000058,"GUADALUPE - GUANTEROS - AUT  [2702000058]","Pluviográfica","Automática con Telemetría","Activa","15/01/2018",,1622,"6,8422777780","-75,2176666670","Antioquia","Guadalupe","Area Operativa 01 - Antioquia-Chocó","CORPORACIÓN AUTÓNOMA REGIONAL DE ANTIOQUIA","Magdalena Cauca","Nechí","Alto Nechí",,"ORFEO 20187140000353",
2703000013,"ZARAGOZA - AUT  [2703000013]","Pluviográfica","Automática con Telemetría","Activa","12/06/2013",,85,"7,4923277780","-74,8680388890","Antioquia","Zaragoza","Area Operativa 01 - Antioquia-Chocó","CORPORACIÓN AUTÓNOMA REGIONAL DE ANTIOQUIA","Magdalena Cauca","Nechí","Bajo Nechí (md)",,"ORFEO 20187140000353",
2703000047,"EL BAGRE - AUT  [2703000047]","Pluviográfica","Automática con Telemetría","Activa","11/06/2013",,122,"7,592075","-74,7914472220","Antioquia","El Bagre","Area Operativa 01 - Antioquia-Chocó","CORPORACIÓN AUTÓNOMA REGIONAL DE ANTIOQUIA","Magdalena Cauca","Nechí","Bajo Nechí (md)",,"ORFEO 20187140000353",
2703000048,"EL BAGRE - EL CASTILLO - AUT  [2703000048]","Pluviográfica","Automática con Telemetría","En Mantenimiento","08/10/2017",,70,"7,7636944440","-74,7205277780","Antioquia","El Bagre","Area Operativa 01 - Antioquia-Chocó","CORPORACIÓN AUTÓNOMA REGIONAL DE ANTIOQUIA","Magdalena Cauca","Nechí","Bajo Nechí (md)",,"ORFEO 20187140000353",
2703000095,"SEGOVIA - AUT  [2703000095]","Pluviográfica","Automática con Telemetría","Activa","15/03/2013",,702,"7,0809777780","-74,700575","Antioquia","Segovia","Area Operativa 01 - Antioquia-Chocó","CORPORACIÓN AUTÓNOMA REGIONAL DE ANTIOQUIA","Magdalena Cauca","Nechí","Bajo Nechí (md)",,"ORFEO 20187140000353",
2703700038,"ZARAGOZA - LA OCCA - AUT  [2703700038]","Limnigráfica","Automática con Telemetría","En Mantenimiento","23/08/2017",,63,"7,4897222220","-74,8683333330","Antioquia","Zaragoza","Area Operativa 01 - Antioquia-Chocó","CORPORACIÓN AUTÓNOMA REGIONAL DE ANTIOQUIA","Magdalena Cauca","Nechí","Bajo Nechí (md)","QUEBRADA LA OCCA",,
2704000039,"CAUCASIA - EL PANDO - AUT  [2704000039]","Pluviográfica","Automática con Telemetría","Activa","09/10/2017",,109,"7,795750","-75,0711944440","Antioquia","Caucasia","Area Operativa 01 - Antioquia-Chocó","CORPORACIÓN AUTÓNOMA REGIONAL DE ANTIOQUIA","Magdalena Cauca","Nechí","Directos al Bajo Nechí (mi)",,"ORFEO 20187140000353",
2704700012,"CAUCASIA - CACERÍ - AUT  [2704700012]","Limnigráfica","Automática con Telemetría","En Mantenimiento","29/06/2013",,58,"7,8075277780","-74,9308888890","Antioquia","Caucasia","Area Operativa 01 - Antioquia-Chocó","CORPORACIÓN AUTÓNOMA REGIONAL DE ANTIOQUIA","Magdalena Cauca","Nechí","Directos al Bajo Nechí (mi)","RÍO CACERÍ",,
2704700040,"ZARAGOZA - RIO NECHÍ - AUT  [2704700040]","Limnigráfica","Automática con Telemetría","En Mantenimiento","28/06/2013",,100,"7,5301388890","-74,8631388890","Antioquia","Zaragoza","Area Operativa 01 - Antioquia-Chocó","CORPORACIÓN AUTÓNOMA REGIONAL DE ANTIOQUIA","Magdalena Cauca","Nechí","Directos al Bajo Nechí (mi)","RÍO NECHI",,
2802500310,"FEDEARROZ_MARIALABAJA [2802500310]","Agrometeorológica","Automática con Telemetría","Activa","25/07/2017",,16,"10,3344888890","-73,3531694440","Cesar","Valledupar","Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés","FEDERACIÓN NACIONAL DE ARROCEROS ","Magdalena Cauca","Cesar","Medio Cesar",,"|12/12/2025$mvelez$Se crea la estación por solicitud de la Federación Nacional de Arroceros bajo el memorando 20259910187672",
2802500324,"FEDEARROZ_VALLEDUPAR_PLANTAVALENCIA [2802500324]","Agrometeorológica","Automática con Telemetría","Activa","09/07/2024",,116,"10,3362611110","-73,3534111110","Cesar","Valledupar","Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés","FEDERACIÓN NACIONAL DE ARROCEROS ","Magdalena Cauca","Cesar","Medio Cesar",,"|12/12/2025$mvelez$Se crea la estación por solicitud de la Federación Nacional de Arroceros bajo el memorando 20259910187672",
2802500329,"FEDEARROZ_PLANTA_VALENCIA_WIFI [2802500329]","Agrometeorológica","Automática con Telemetría","Activa","02/09/2024",,114,"10,3344888890","-73,3531694440","Cesar","Valledupar","Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés","FEDERACIÓN NACIONAL DE ARROCEROS ","Magdalena Cauca","Cesar","Medio Cesar",,"|12/12/2025$mvelez$Se crea la estación por solicitud de la Federación Nacional de Arroceros bajo el memorando 20259910187672",
2905500314,"FEDEARROZ_SAN ALBERTO_CESAR [2905500314]","Agrometeorológica","Automática con Telemetría","Activa","04/08/2017",,94,"9,9824388890","-75,3051194440","Bolivar","María La Baja","Area Operativa 02 - Atlántico-Bolivar-Sucre","FEDERACIÓN NACIONAL DE ARROCEROS ","Magdalena Cauca","Bajo Magdalena","Canal del Dique margen izquierda",,"|12/12/2025$mvelez$Se crea la estación por solicitud de la Federación Nacional de Arroceros bajo el memorando 20259910187672",
2906500287,"FEDEARROZ_EL_RETEN_EL_VOLGA [2906500287]","Agrometeorológica","Automática con Telemetría","Activa","09/07/2024",,32,"10,6216361110","-74,2631138890","Magdalena","El Retén","Area Operativa 05 - Magdalena-Cesar-Guajira-San Andrés","FEDERACIÓN NACIONAL DE ARROCEROS ","Magdalena Cauca","Bajo Magdalena","Cga Grande de Santa Marta",,"|12/12/2025$mvelez$Se crea la estación por solicitud de la Federación Nacional de Arroceros bajo el memorando 20259910187672",
3206500289,"FEDEARROZ_GRANADA_CAÑOBLANCO [3206500289]","Agrometeorológica","Automática con Telemetría","Activa","30/10/2011",,242,"3,3327222220","-73,5131722220","Meta","Fuente De Oro","Area Operativa 03 - Meta-Guaviare-Guainía","FEDERACIÓN NACIONAL DE ARROCEROS ","Orinoco","Guaviare","Río Ariari",,"|12/12/2025$mvelez$Se crea la estación por solicitud de la Federación Nacional de Arroceros bajo el memorando 20259910187672",
3206500307,"FEDEARROZ_GRANADA_EL CASTILLO_4G [3206500307]","Agrometeorológica","Automática con Telemetría","Activa","24/05/2025",,188,"3,6279611110","-73,8218","Meta","El Castillo","Area Operativa 03 - Meta-Guaviare-Guainía","FEDERACIÓN NACIONAL DE ARROCEROS ","Orinoco","Guaviare","Río Ariari",,"|12/12/2025$mvelez$Se crea la estación por solicitud de la Federación Nacional de Arroceros bajo el memorando 20259910187672",
3206500321,"FEDEARROZ_GRANADA_3G [3206500321]","Agrometeorológica","Automática con Telemetría","Activa","24/05/2025",,311,"3,4882","-73,7303888890","Meta","Granada","Area Operativa 03 - Meta-Guaviare-Guainía","FEDERACIÓN NACIONAL DE ARROCEROS ","Orinoco","Guaviare","Río Ariari",,"|12/12/2025$mvelez$Se crea la estación por solicitud de la Federación Nacional de Arroceros bajo el memorando 20259910187672",
3206500334,"FEDEARROZ_SAN_MARTIN_MAYORAL [3206500334]","Agrometeorológica","Automática con Telemetría","Activa","04/11/2020",,426,"3,6721611110","-73,753350","Meta","San Martín","Area Operativa 03 - Meta-Guaviare-Guainía","FEDERACIÓN NACIONAL DE ARROCEROS ","Orinoco","Guaviare","Río Ariari",,"|18/12/2025$pgonzalez$Solicitud de Códigos para incluir las estaciones en el catálogo nacional de con orfeo 20259910194032",
3501500284,"FEDEARROZ_CASTILLA_LA_NUEVA_CAPACHOS [3501500284]","Agrometeorológica","Automática con Telemetría","Activa","13/02/2024",,284,"3,8135611110","-73,6855194440","Meta","Castilla La Nueva","Area Operativa 03 - Meta-Guaviare-Guainía","FEDERACIÓN NACIONAL DE ARROCEROS ","Orinoco","Meta","Rio Metica (Guamal - Humadea)",,"|12/12/2025$mvelez$Se crea la estación por solicitud de la Federación Nacional de Arroceros bajo el memorando 20259910187672",
3502500218,"QUEBRADA EL RAUDAL [3502500218]","Pluviométrica","Convencional","Activa","20/02/2015",,2879,"4,5408611110","-73,8238333330","Cundinamarca","Fómeque","Area Operativa 11 - Cundinamarca-Amazonas","CORPORACION AUTÓNOMA REGIONAL DEL GUAVIO","Orinoco","Meta","Río Guayuriba",,"|17/07/2025$mvelez$Se realiza la creación de la estación a solicitud de la corpoGuavio bajo el memorando 20249910090804",
3502500350,"TAQUECITOS [3502500350]","Climatológica Principal","Automática sin Telemetría","Activa","25/08/2022",,3527,"4,1841666670","-74,2125833330","Bogotá","Bogotá, D.C","Area Operativa 11 - Cundinamarca-Amazonas","EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P","Orinoco","Meta","Río Guayuriba",,"|19/12/2025$pgonzalez$3502500350",
3502500351,"POZO 4 [3502500351]","Pluviométrica","Automática sin Telemetría","Activa","03/04/2022",,3015,"4,7183333330","-73,8702777780","Cundinamarca","Guasca","Area Operativa 11 - Cundinamarca-Amazonas","EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P","Orinoco","Meta","Río Guayuriba",,"|19/12/2025$pgonzalez$Referencia Respuesta a oficio radicado IDEAM 20259910173772 del 05 de noviembre de 2025 y OFICIO S-2620001-2025-346562 del 04 de noviembre de
2025",
3502500352,"POZO 3 - RINCON DEL OSO [3502500352]","Pluviométrica","Automática con Telemetría","Activa","04/04/2021",,2999,"4,7172222220","-73,8575","Cundinamarca","La Calera","Area Operativa 11 - Cundinamarca-Amazonas","EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P","Orinoco","Meta","Río Guayuriba",,"|19/12/2025$pgonzalez$Referencia Respuesta a oficio radicado IDEAM 20259910173772 del 05 de noviembre de 2025 y OFICIO S-2620001-2025-346562 del 04 de noviembre de
2025",
3502500353,"CAMPAMENTO PALACIOS [3502500353]","Climatológica Principal","Automática sin Telemetría","Activa","12/05/2021",,3067,"4,7064722220","-73,8444444440","Cundinamarca","Guasca","Area Operativa 11 - Cundinamarca-Amazonas","EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P","Orinoco","Meta","Río Guayuriba",,"|19/12/2025$pgonzalez$Referencia Respuesta a oficio radicado IDEAM 20259910173772 del 05 de noviembre de 2025 y OFICIO S-2620001-2025-346562 del 04 de noviembre de
2025",
3502500354,"NAZARETH - AUT [3502500354]","Climatológica Ordinaria","Automática con Telemetría","Activa","10/01/2023",,3350,"4,172790","-74,147420","Bogotá","Bogotá, D.C","Area Operativa 11 - Cundinamarca-Amazonas","INSTITUTO DISTRITAL DE GESTIÓN DE RIESGOS Y CAMBIO CLIMÁTICO","Orinoco","Meta","Río Guayuriba",,"|24/02/2026$pgonzalez$En atención a su ultimo correo del 28 de abril del 2025, solicitamos la inclusión al catalogo nacional de
estaciones",
3502700153,"PNN CHINGAZA - AUT [3502700153]","Limnigráfica","Automática con Telemetría","Activa","26/12/2019",,3349,"4,4729444440","-73,7802222220","Cundinamarca","Fómeque","Area Operativa 11 - Cundinamarca-Amazonas","PARQUES NACIONALES NATURALES","Orinoco","Meta","Río Guayuriba","CHINGAZA","Estacion Creada 26/12/2019 PNN CHINGAZA-AUT [3502700153]",
3502700264,"QUEBRADA NEGRA O SAN VICENTE CUENCA ALTA [3502700264]","Limnimétrica","Convencional","Activa","27/04/2012",,2510,"4,4540277780","-73,7953333330","Cundinamarca","Fómeque","Area Operativa 11 - Cundinamarca-Amazonas","CORPORACION AUTÓNOMA REGIONAL DEL GUAVIO","Orinoco","Meta","Río Guayuriba","QUEBRADA NEGRA ","|17/07/2025$mvelez$Se realiza la creación de la estación a solicitud de la corpoGuavio bajo el memorando 20249910090804",
3502700265,"QUEBRADA NEGRA O SAN VICENTE CUENCA BAJA [3502700265]","Limnimétrica","Convencional","Activa","26/04/2012",,1535,"4,4420","-73,8883333330","Cundinamarca","Fómeque","Area Operativa 11 - Cundinamarca-Amazonas","CORPORACION AUTÓNOMA REGIONAL DEL GUAVIO","Orinoco","Meta","Río Guayuriba","QUEBRADA NEGRA ","|17/07/2025$mvelez$Se realiza la creación de la estación a solicitud de la corpoGuavio bajo el memorando 20249910090804",
3502700267,"QUEBRADA CAQUINAL CUENCA ALTA [3502700267]","Limnimétrica","Convencional","Activa","15/05/2012",,2712,"4,5445","-73,8467777780","Cundinamarca","Fómeque","Area Operativa 11 - Cundinamarca-Amazonas","CORPORACION AUTÓNOMA REGIONAL DEL GUAVIO","Orinoco","Meta","Río Guayuriba","QUEBRADA CAQUINAL","|17/07/2025$mvelez$Se realiza la creación de la estación a solicitud de la corpoGuavio bajo el memorando 20249910090804",
3502700268,"RIO NEGRO CUENCA ALTA [3502700268]","Limnimétrica","Convencional","Activa","19/04/2012",,3228,"4,4761111110","-73,7854166670","Cundinamarca","Fómeque","Area Operativa 11 - Cundinamarca-Amazonas","CORPORACION AUTÓNOMA REGIONAL DEL GUAVIO","Orinoco","Meta","Río Guayuriba","RÍO NEGRO","|17/07/2025$mvelez$Se realiza la creación de la estación a solicitud de la corpoGuavio bajo el memorando 20249910090804",
3502700269,"RIO NEGRO CUENCA BAJA [3502700269]","Limnimétrica","Convencional","Activa","26/04/2012",,1541,"4,5033611110","-73,9012777780","Cundinamarca","Fómeque","Area Operativa 11 - Cundinamarca-Amazonas","CORPORACION AUTÓNOMA REGIONAL DEL GUAVIO","Orinoco","Meta","Río Guayuriba","RÍO NEGRO","|17/07/2025$mvelez$Se realiza la creación de la estación a solicitud de la corpoGuavio bajo el memorando 20249910090804",
3502700271,"QUEBRADA EL RAUDAL [3502700271]","Limnimétrica","Convencional","Suspendida","27/04/2012","17/07/2025",2879,"4,5420555560","-73,8216111110","Cundinamarca","Fómeque","Area Operativa 11 - Cundinamarca-Amazonas","CORPORACION AUTÓNOMA REGIONAL DEL GUAVIO","Orinoco","Meta","Río Guayuriba","QUEBRADA EL RAUDAL","|17/07/2025$mvelez$Se realiza la creación de la estación a solicitud de la corpoGuavio bajo el memorando 20249910090804",
3502700272,"QUEBRADA LA CABRA CUENCA ALTA [3502700272]","Limnimétrica","Convencional","Activa","19/02/2015",,2278,"4,4196111110","-73,8630555560","Cundinamarca","Fómeque","Area Operativa 11 - Cundinamarca-Amazonas","CORPORACION AUTÓNOMA REGIONAL DEL GUAVIO","Orinoco","Meta","Río Guayuriba","QUEBRADA LA CABRA","|17/07/2025$mvelez$Se realiza la creación de la estación a solicitud de la corpoGuavio bajo el memorando 20249910090804",
3503500199,"RNI_VILL_02 [3503500199]","Meteorológica Especial","Convencional","Suspendida","04/06/2015","12/06/2025",1175,"4,1310","-73,6890438890","Meta","Villavicencio","Area Operativa 03 - Meta-Guaviare-Guainía","CORPORACIÓN PARA EL DESARROLLO SOSTENIBLE DEL ÁREA MANEJO ESPECIAL LA MACARENA","Orinoco","Meta","Río Guatiquía",,"16/09/2022$Migracion$Por solicitud de la coordinadora del proyecto de Isotopia se crean puntos de monitoreo con los parámetros definidos por el grupo tematico

|12/06/2025$mvelez$cambio nombre PARQUE ECOLOGICO BAMBU-VILLAVICENCIO en la red isotópica cambia la categoría a Meteorológica Especial, se cambia el estado a suspendida, porque se cancela la actividad de muestreo  en el punto se recogió el colector por parte de la corporación  solicitud Ana Vesga reunión 12/06/2025 |12/06/2025$mvelez$La estación se suspendió  el 01/05/2016","RED DE ISOTOPIA AREA OPERATIVA 03"
3503500286,"FEDEARROZ_CUMARAL_BARCELONA [3503500286]","Agrometeorológica","Automática con Telemetría","Activa","19/07/2012",,247,"4,1413333330","-73,3119388890","Meta","Restrepo","Area Operativa 03 - Meta-Guaviare-Guainía","FEDERACIÓN NACIONAL DE ARROCEROS ","Orinoco","Meta","Río Guatiquía",,"|12/12/2025$mvelez$Se crea la estación por solicitud de la Federación Nacional de Arroceros bajo el memorando 20259910187672",
3503700314,"RÍO SANTA BÁRBARA - LAS PALMAS [3503700314]","Limnimétrica","Automática con Telemetría","Activa","03/04/2024",,1484,"4,3616944440","-73,7187222220","Meta","El Calvario","Area Operativa 03 - Meta-Guaviare-Guainía","EMPRESA DE ACUEDUCTO Y ALCANTARILLADO DE BOGOTA E.S.P","Orinoco","Meta","Río Guatiquía","QUEBRADA LA OCCA","|19/12/2025$pgonzalez$Referencia Respuesta a oficio radicado IDEAM 20259910173772 del 05 de noviembre de 2025 y OFICIO S-2620001-2025-346562 del 04 de noviembre de
2025",
3505500121,"PIDEMONTE CHINGAZA - AUT   [3505500121]","Meteorológica Especial","Automática con Telemetría","Activa","05/12/2018",,1457,"4,5172472220","-73,4398138890","Cundinamarca","Medina","Area Operativa 03 - Meta-Guaviare-Guainía","PARQUES NACIONALES NATURALES","Orinoco","Meta","Río Humea",,"Solicitado por parques nacionales mediante comunicado con radicado 20187160002521",
3506700251,"RIO CHIGUANO CUENCA ALTA [3506700251]","Limnimétrica","Convencional","Activa","14/04/2012",,2960,"4,8204166670","-73,5136944440","Cundinamarca","Ubalá","Area Operativa 11 - Cundinamarca-Amazonas","CORPORACION AUTÓNOMA REGIONAL DEL GUAVIO","Orinoco","Meta","Río Guavio","CHIVOR","|09/07/2025$mvelez$Se realiza la creación de la estación a solicitud de la corpoGuavio bajo el memorando 20249910090804",
3506700273,"RIO CHORRERAS [3506700273]","Limnimétrica","Convencional","Activa","22/07/2015",,2327,"4,7610555560","-73,7049444440","Cundinamarca","Junín","Area Operativa 11 - Cundinamarca-Amazonas","CORPORACION AUTÓNOMA REGIONAL DEL GUAVIO","Orinoco","Meta","Río Guavio","RÍO CHORRERAS","|17/07/2025$mvelez$Se realiza la creación de la estación a solicitud de la corpoGuavio bajo el memorando 20249910090804",
3506700274,"QUEBRADA CHINAGOCHA [3506700274]","Limnimétrica","Convencional","Activa","22/07/2015",,2423,"4,7766944440","-73,6753888890","Cundinamarca","Junín","Area Operativa 11 - Cundinamarca-Amazonas","CORPORACION AUTÓNOMA REGIONAL DEL GUAVIO","Orinoco","Meta","Río Guavio","QUEBRADA CHINAGOCHA","|17/07/2025$mvelez$Se realiza la creación de la estación a solicitud de la corpoGuavio bajo el memorando 20249910090804",
3506700275,"RIO SUEVA [3506700275]","Limnimétrica","Automática con Telemetría","Activa","10/02/2015",,1726,"4,8054722220","-73,7058888890","Cundinamarca","Junín","Area Operativa 11 - Cundinamarca-Amazonas","CORPORACION AUTÓNOMA REGIONAL DEL GUAVIO","Orinoco","Meta","Río Guavio","RÍO SUEVA","|17/07/2025$mvelez$Se realiza la creación de la estación a solicitud de la corpoGuavio bajo el memorando 20249910090804",
3506700276,"QUEBRADA MARMAJITA [3506700276]","Limnimétrica","Convencional","Suspendida","16/02/2016","17/07/2025",1856,"4,7460833330","-73,5243888890","Cundinamarca","Ubalá","Area Operativa 11 - Cundinamarca-Amazonas","CORPORACION AUTÓNOMA REGIONAL DEL GUAVIO","Orinoco","Meta","Río Guavio","QUEBRADA MARMAJITA","|17/07/2025$mvelez$Se realiza la creación de la estación a solicitud de la corpoGuavio bajo el memorando 20249910090804",
3506700277,"QUEBRADA GRANDE [3506700277]","Limnimétrica","Convencional","Activa","16/02/2016",,1661,"4,7501388890","-73,5308055560","Cundinamarca","Ubalá","Area Operativa 11 - Cundinamarca-Amazonas","CORPORACION AUTÓNOMA REGIONAL DEL GUAVIO","Orinoco","Meta","Río Guavio","QUEBRADA GRANDE","|17/07/2025$mvelez$Se realiza la creación de la estación a solicitud de la corpoGuavio bajo el memorando 20249910090804",
3506700278,"QUEBRADA EL GUSANO [3506700278]","Limnimétrica","Convencional","Activa","16/02/2016",,1912,"4,7256388890","-73,5296111110","Cundinamarca","Ubalá","Area Operativa 11 - Cundinamarca-Amazonas","CORPORACION AUTÓNOMA REGIONAL DEL GUAVIO","Orinoco","Meta","Río Guavio","QUEBRADA EL GUSANO","|17/07/2025$mvelez$Se realiza la creación de la estación a solicitud de la corpoGuavio bajo el memorando 20249910090804",
3506700279,"RIO CHIVOR [3506700279]","Limnimétrica","Automática con Telemetría","Suspendida","28/01/2021","17/07/2025",2172,"4,8204166670","-73,5970277780","Cundinamarca","Gachetá","Area Operativa 11 - Cundinamarca-Amazonas","CORPORACION AUTÓNOMA REGIONAL DEL GUAVIO","Orinoco","Meta","Río Guavio","RÍO CHIVOR","|17/07/2025$mvelez$Se realiza la creación de la estación a solicitud de la corpoGuavio bajo el memorando 20249910090804",
3506700280,"RIO SUCIO [3506700280]","Limnimétrica","Convencional","Suspendida","08/02/2018","17/07/2025",2284,"4,7475833330","-73,5922777780","Cundinamarca","Gama","Area Operativa 11 - Cundinamarca-Amazonas","CORPORACION AUTÓNOMA REGIONAL DEL GUAVIO","Orinoco","Meta","Río Guavio","RÍO SUCIO","|17/07/2025$mvelez$Se realiza la creación de la estación a solicitud de la corpoGuavio bajo el memorando 20249910090804",
3506700281,"QUEBRADA EL CURO [3506700281]","Limnimétrica","Convencional","Activa","07/02/2018",,1859,"4,7723333330","-73,5916111110","Cundinamarca","Gama","Area Operativa 11 - Cundinamarca-Amazonas","CORPORACION AUTÓNOMA REGIONAL DEL GUAVIO","Orinoco","Meta","Río Guavio","QUEBRADA EL CURO","|17/07/2025$mvelez$Se realiza la creación de la estación a solicitud de la corpoGuavio bajo el memorando 20249910090804",
3506700282,"RIO MONQUENTIVA [3506700282]","Limnimétrica","Convencional","Activa","01/03/2019",,1733,"4,8380277780","-73,6496388890","Cundinamarca","Gachetá","Area Operativa 11 - Cundinamarca-Amazonas","CORPORACION AUTÓNOMA REGIONAL DEL GUAVIO","Orinoco","Meta","Río Guavio","RÍO MONQUENTIVA","|17/07/2025$mvelez$Se realiza la creación de la estación a solicitud de la corpoGuavio bajo el memorando 20249910090804",
3506700283,"RIO LOS LOPEZ [3506700283]","Limnimétrica","Convencional","Activa","01/03/2019",,1993,"4,8521388890","-73,5719444440","Cundinamarca","Gachetá","Area Operativa 11 - Cundinamarca-Amazonas","CORPORACION AUTÓNOMA REGIONAL DEL GUAVIO","Orinoco","Meta","Río Guavio","RÍO LOS LÓPEZ","|17/07/2025$mvelez$Se realiza la creación de la estación a solicitud de la corpoGuavio bajo el memorando 20249910090804",
3506700284,"RIO ZAQUE [3506700284]","Limnimétrica","Automática con Telemetría","Activa","26/08/2019",,1775,"4,8176666670","-73,6821111110","Cundinamarca","Junín","Area Operativa 11 - Cundinamarca-Amazonas","CORPORACION AUTÓNOMA REGIONAL DEL GUAVIO","Orinoco","Meta","Río Guavio","RÍO ZAQUE","|17/07/2025$mvelez$Se realiza la creación de la estación a solicitud de la corpoGuavio bajo el memorando 20249910090804",
3507500138,"GARAGOA CESAM [35075110]","Climatológica Principal","Automática con Telemetría","Activa","01/02/2018",,1747,"5,0813472220","-73,3600361110","Boyacá","Garagoa","Area Operativa 06 - Boyacá-Casanare-Vichada","CORPORACIÓN AUTÓNOMA REGIONAL DE CHIVOR","Orinoco","Meta","Río Garagoa",,"Estación Climatológica Principal de la Corporación Autónoma Regional De Chivor",
3507500140,"TURMEQUE JOYAGUA [35075120]","Climatológica Principal","Automática con Telemetría","Activa","01/02/2018",,3048,"5,2773027780","-73,5258416670","Boyacá","Turmequé","Area Operativa 06 - Boyacá-Casanare-Vichada","CORPORACIÓN AUTÓNOMA REGIONAL DE CHIVOR","Orinoco","Meta","Río Garagoa",,"Estacion Climatológica Principal de la Corporación Autónoma Regional De Chivor",
3507500141,"TURMEQUE JOYAGUA [35075120]","Climatológica Principal","Automática con Telemetría","Activa","01/02/2018",,3048,"5,2773027780","-73,5258416670","Boyacá","Turmequé","Area Operativa 06 - Boyacá-Casanare-Vichada","CORPORACIÓN AUTÓNOMA REGIONAL DE CHIVOR","Orinoco","Meta","Río Garagoa",,"Se oficializa creación de estación",
3507500142,"GARAGOA CESAM [35075110]","Climatológica Principal","Automática con Telemetría","Activa","01/02/2018",,1747,"5,0813472220","-73,3600361110","Boyacá","Garagoa","Area Operativa 06 - Boyacá-Casanare-Vichada","CORPORACIÓN AUTÓNOMA REGIONAL DE CHIVOR","Orinoco","Meta","Río Garagoa",,"Se oficializa creación de estación",
3507500145,"TURMEQUE JOYAGUA [35075120]","Climatológica Principal","Automática con Telemetría","Activa","01/02/2018",,3048,"5,2773027780","-73,5258416670","Boyacá","Turmequé","Area Operativa 06 - Boyacá-Casanare-Vichada","CORPORACIÓN AUTÓNOMA REGIONAL DE CHIVOR","Orinoco","Meta","Río Garagoa",,"Se oficializa creación estación",
3507500146,"GARAGOA CESAM [35075110]","Climatológica Principal","Automática con Telemetría","Activa","01/02/2018",,1747,"5,0813472220","-73,3600361110","Boyacá","Garagoa","Area Operativa 06 - Boyacá-Casanare-Vichada","CORPORACIÓN AUTÓNOMA REGIONAL DE CHIVOR","Orinoco","Meta","Río Garagoa",,"Se oficializa creación estación",
3507700220,"P4L QUEBRADA MURCIELAGOS PARTE BAJA [3507700220]","Limnimétrica","Convencional","Activa","14/03/2022",,2062,"5,37887750","-73,3673383330","Boyacá","Jenesano","Area Operativa 06 - Boyacá-Casanare-Vichada","CORPORACIÓN AUTÓNOMA REGIONAL DE CHIVOR","Orinoco","Meta","Río Garagoa","JENESANO","06/06/2022$Migracion$Solicitud Teniendo en cuenta el trabajo interistitucional entre CORPOCHIVOR y el IDEAM area N°6 Duitama, se realizó instalacion estacion hidrologica Limnimetrica nueva en la corriente Q. Murcielagos en jenesano antes casco urbano el fin de contar con datos de niveles para oferta y riesgos.Estacion operada por CORPOCHIVOR-PIRMA y con acceso a los datos el IDEAM y el MUNICIPIO.",
3507700221,"P2L QUEBRADA FIRAGUCIA-LA ROSA PARTE MEDIA [3507700221]","Limnimétrica","Convencional","Activa","14/03/2022",,2223,"5,396205","-73,3719722220","Boyacá","Jenesano","Area Operativa 06 - Boyacá-Casanare-Vichada","CORPORACIÓN AUTÓNOMA REGIONAL DE CHIVOR","Orinoco","Meta","Río Garagoa","JENESANO","06/06/2022$Migracion$Solicitud Teniendo en cuenta el trabajo interistitucional entre CORPOCHIVOR y el IDEAM area N°6 Duitama, se realizó instalacion estacion hidrologica Limnimetrica nueva en la corriente Q. firagucia en jenesano despues remocion masa con el fin de contar con datos de niveles para oferta y riesgos. Estacion operada por CORPOCHIVOR y con acceso a los datos el IDEAM y el MUNICIPIO.",
